09:47:43.673 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (15 bytes): 55 aa dc 0c 1a 09 00 00 07 4f 00 00 00 00 57
09:47:43.725 [UAVCommandSender] INFO     mavlink.uav_commads.analog_input_handler Joystick2 gimbal delta: pitch=+0.00deg, yaw=+4.46deg
09:47:43.726 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (15 bytes): 55 aa dc 4c 1a 09 00 00 03 2c 00 00 00 00 70
09:47:43.777 [UAVCommandSender] INFO     mavlink.uav_commads.analog_input_handler Joystick2 gimbal delta: pitch=+0.00deg, yaw=+4.44deg
09:47:43.778 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (15 bytes): 55 aa dc 8c 1a 09 00 00 03 28 00 00 00 00 b4
09:47:43.842 [UAVCommandSender] INFO     mavlink.uav_commads.analog_input_handler Joystick2 gimbal delta: pitch=+1.14deg, yaw=+11.02deg
09:47:43.844 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (15 bytes): 55 aa dc cc 1a 09 00 00 07 d6 00 00 00 d0 de
09:47:43.907 [UAVCommandSender] INFO     mavlink.uav_commads.analog_input_handler Joystick2 gimbal delta: pitch=+1.16deg, yaw=+11.21deg
09:47:43.910 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (15 bytes): 55 aa dc 0c 1a 09 00 00 07 f9 00 00 00 d4 35
09:47:43.977 [UAVCommandSender] INFO     mavlink.uav_commads.analog_input_handler Joystick2 gimbal delta: pitch=+1.24deg, yaw=+11.93deg
09:47:43.979 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (15 bytes): 55 aa dc 4c 1a 09 00 00 08 7b 00 00 00 e1 cd
09:47:44.042 [UAVCommandSender] INFO     mavlink.uav_commads.analog_input_handler Joystick2 gimbal delta: pitch=+1.83deg, yaw=+13.39deg
09:47:44.044 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (15 bytes): 55 aa dc 8c 1a 09 00 00 09 86 00 00 01 4d 5c
09:47:44.108 [UAVCommandSender] INFO     mavlink.uav_commads.analog_input_handler Joystick2 gimbal delta: pitch=+1.86deg, yaw=+13.63deg
09:47:44.109 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (15 bytes): 55 aa dc cc 1a 09 00 00 09 b1 00 00 01 53 35
09:47:44.160 [UAVCommandSender] INFO     mavlink.uav_commads.analog_input_handler Joystick2 gimbal delta: pitch=+1.46deg, yaw=+10.73deg
09:47:44.161 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (15 bytes): 55 aa dc 0c 1a 09 00 00 07 a1 00 00 01 0b b3
